指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元)
801010,农林牧渔,2022-12-30,3253.40,3296.01,3234.87,3294.77,15.57,148.35
801010,农林牧渔,2022-12-29,3266.05,3266.28,3240.52,3245.19,14.48,138.50
801010,农林牧渔,2022-12-28,3311.69,3323.70,3265.95,3270.94,18.94,193.43
801010,农林牧渔,2022-12-27,3253.04,3328.59,3252.78,3328.59,23.36,230.50
801010,农林牧渔,2022-12-26,3262.44,3276.29,3237.81,3254.09,19.70,184.74
801010,农林牧渔,2022-12-23,3252.48,3264.55,3212.10,3227.40,17.34,160.02
801010,农林牧渔,2022-12-22,3235.47,3303.84,3235.45,3261.43,17.50,188.47
801010,农林牧渔,2022-12-21,3179.92,3257.53,3171.57,3222.37,14.89,157.47
801010,农林牧渔,2022-12-20,3242.18,3250.60,3175.82,3181.76,14.61,150.81
801010,农林牧渔,2022-12-19,3316.37,3316.37,3242.51,3248.90,18.15,189.16
801010,农林牧渔,2022-12-16,3316.39,3332.32,3289.81,3331.75,13.63,149.67
801010,农林牧渔,2022-12-15,3361.98,3378.11,3323.30,3333.32,16.34,181.59
801010,农林牧渔,2022-12-14,3348.35,3365.32,3331.21,3363.84,16.59,186.07
801010,农林牧渔,2022-12-13,3285.06,3372.86,3280.03,3358.47,21.91,240.64
801010,农林牧渔,2022-12-12,3285.00,3310.85,3263.99,3276.75,14.21,158.80
801010,农林牧渔,2022-12-09,3311.98,3311.99,3262.80,3305.43,15.08,173.46
801010,农林牧渔,2022-12-08,3384.39,3384.39,3304.61,3313.47,17.81,208.99
801010,农林牧渔,2022-12-07,3368.31,3436.09,3368.31,3401.64,20.27,242.83
801010,农林牧渔,2022-12-06,3350.19,3406.24,3350.19,3373.45,19.77,234.29
801010,农林牧渔,2022-12-05,3354.24,3366.78,3332.18,3355.04,18.70,208.61
801010,农林牧渔,2022-12-02,3294.93,3347.96,3285.71,3332.74,17.77,207.24
801010,农林牧渔,2022-12-01,3268.88,3299.08,3268.88,3289.32,17.44,195.54
801010,农林牧渔,2022-11-30,3218.64,3287.61,3218.62,3248.26,16.98,182.36
801010,农林牧渔,2022-11-29,3180.53,3218.80,3180.53,3215.88,13.01,133.29
801010,农林牧渔,2022-11-28,3146.82,3183.27,3117.88,3181.30,12.92,131.93
801010,农林牧渔,2022-11-25,3171.57,3201.68,3160.39,3190.84,10.33,115.86
801010,农林牧渔,2022-11-24,3165.77,3199.58,3165.66,3170.90,8.99,98.11
801010,农林牧渔,2022-11-23,3189.25,3189.26,3144.78,3166.86,10.94,119.75
801010,农林牧渔,2022-11-22,3228.59,3243.03,3185.64,3194.86,11.38,118.50
801010,农林牧渔,2022-11-21,3215.93,3232.50,3177.25,3232.42,12.03,128.87
801010,农林牧渔,2022-11-18,3287.02,3295.49,3237.28,3237.28,14.64,165.43
801010,农林牧渔,2022-11-17,3257.49,3302.39,3239.45,3287.37,15.26,169.87
801010,农林牧渔,2022-11-16,3281.05,3296.98,3260.26,3265.37,13.40,152.31
801010,农林牧渔,2022-11-15,3266.01,3281.29,3255.40,3281.29,15.61,175.67
801010,农林牧渔,2022-11-14,3281.51,3298.78,3256.44,3270.58,15.96,179.37
801010,农林牧渔,2022-11-11,3298.80,3299.34,3257.69,3271.18,17.70,194.82
801010,农林牧渔,2022-11-10,3207.93,3253.59,3201.29,3249.30,14.54,153.54
801010,农林牧渔,2022-11-09,3242.98,3252.83,3217.18,3222.51,13.02,141.74
801010,农林牧渔,2022-11-08,3289.71,3318.82,3234.10,3257.29,14.41,164.63
801010,农林牧渔,2022-11-07,3246.34,3292.37,3241.08,3285.81,15.17,165.82
801010,农林牧渔,2022-11-04,3202.67,3255.69,3202.67,3245.14,15.40,168.71
801010,农林牧渔,2022-11-03,3184.90,3206.02,3166.97,3203.34,15.08,157.43
801010,农林牧渔,2022-11-02,3184.18,3228.93,3169.90,3206.62,15.98,165.16
801010,农林牧渔,2022-11-01,3081.55,3190.91,3081.52,3190.91,16.18,174.93
801010,农林牧渔,2022-10-31,3025.43,3115.42,3025.43,3083.89,14.80,154.78
801010,农林牧渔,2022-10-28,3166.54,3166.65,3050.93,3058.86,17.40,176.03
801010,农林牧渔,2022-10-27,3175.63,3224.73,3141.45,3200.28,14.97,174.07
801010,农林牧渔,2022-10-26,3279.20,3310.41,3159.61,3192.75,17.14,208.10
801010,农林牧渔,2022-10-25,3317.17,3329.04,3236.98,3274.25,13.89,155.49
801010,农林牧渔,2022-10-24,3399.91,3409.31,3302.41,3315.52,15.51,166.87
801010,农林牧渔,2022-10-21,3398.59,3427.35,3385.51,3401.43,9.84,113.22
801010,农林牧渔,2022-10-20,3423.69,3452.01,3398.03,3402.50,10.83,121.17
801010,农林牧渔,2022-10-19,3534.66,3567.50,3432.34,3432.34,12.59,153.99
801010,农林牧渔,2022-10-18,3548.64,3600.52,3528.07,3548.20,13.09,151.85
801010,农林牧渔,2022-10-17,3505.10,3559.55,3483.47,3547.54,15.37,161.91
801010,农林牧渔,2022-10-14,3532.04,3550.89,3518.08,3525.73,17.16,179.67
801010,农林牧渔,2022-10-13,3452.99,3580.40,3445.25,3530.54,18.71,201.59
801010,农林牧渔,2022-10-12,3415.87,3479.60,3387.95,3479.60,15.36,169.64
801010,农林牧渔,2022-10-11,3399.53,3423.79,3368.49,3412.57,11.87,134.29
801010,农林牧渔,2022-10-10,3375.25,3445.26,3370.26,3399.91,14.59,182.25
801010,农林牧渔,2022-09-30,3294.00,3320.20,3268.33,3289.68,7.96,86.41
801010,农林牧渔,2022-09-29,3326.65,3355.15,3273.51,3294.05,10.29,104.46
801010,农林牧渔,2022-09-28,3319.79,3361.91,3293.41,3293.41,11.01,118.91
801010,农林牧渔,2022-09-27,3260.40,3333.41,3244.72,3332.99,12.19,126.98
801010,农林牧渔,2022-09-26,3326.91,3339.87,3247.94,3249.31,13.03,131.01
801010,农林牧渔,2022-09-23,3395.59,3395.59,3303.16,3354.58,13.05,137.08
801010,农林牧渔,2022-09-22,3404.44,3437.33,3397.22,3403.52,12.02,119.13
801010,农林牧渔,2022-09-21,3469.25,3469.28,3415.07,3423.01,11.33,127.13
801010,农林牧渔,2022-09-20,3510.98,3521.38,3465.62,3478.10,9.79,114.46
801010,农林牧渔,2022-09-19,3483.54,3547.74,3479.58,3499.91,11.22,134.43
801010,农林牧渔,2022-09-16,3538.66,3568.02,3479.90,3479.90,12.68,139.77
801010,农林牧渔,2022-09-15,3620.18,3620.99,3511.28,3540.81,14.87,158.60
801010,农林牧渔,2022-09-14,3625.54,3643.94,3602.47,3618.07,13.26,142.12
801010,农林牧渔,2022-09-13,3613.80,3688.96,3598.52,3671.54,18.29,203.60
801010,农林牧渔,2022-09-09,3609.54,3609.54,3548.83,3582.43,12.33,133.61
801010,农林牧渔,2022-09-08,3664.45,3696.41,3592.43,3597.50,16.32,179.52
801010,农林牧渔,2022-09-07,3686.24,3691.17,3652.30,3667.55,15.78,181.45
801010,农林牧渔,2022-09-06,3701.75,3719.35,3681.55,3704.57,15.54,172.97
801010,农林牧渔,2022-09-05,3718.07,3729.67,3651.65,3703.88,15.21,178.73
801010,农林牧渔,2022-09-02,3684.07,3717.38,3669.49,3704.95,16.31,176.40
801010,农林牧渔,2022-09-01,3671.01,3728.11,3663.93,3680.28,18.21,194.08
801010,农林牧渔,2022-08-31,3731.68,3776.05,3670.63,3670.63,21.30,230.36
801010,农林牧渔,2022-08-30,3736.75,3776.55,3697.06,3752.68,20.59,224.59
801010,农林牧渔,2022-08-29,3745.25,3807.73,3731.41,3754.18,22.27,245.87
801010,农林牧渔,2022-08-26,3738.24,3772.72,3712.43,3758.37,22.09,244.59
801010,农林牧渔,2022-08-25,3723.12,3764.96,3716.38,3741.99,23.21,252.99
801010,农林牧渔,2022-08-24,3733.80,3789.41,3699.95,3707.37,28.72,308.57
801010,农林牧渔,2022-08-23,3689.45,3752.82,3675.55,3728.38,19.41,214.68
801010,农林牧渔,2022-08-22,3648.83,3710.66,3648.83,3694.61,19.21,223.16
801010,农林牧渔,2022-08-19,3532.15,3681.39,3532.15,3645.46,17.88,222.59
801010,农林牧渔,2022-08-18,3586.22,3586.22,3535.56,3537.20,13.58,153.34
801010,农林牧渔,2022-08-17,3592.41,3606.78,3571.19,3600.89,18.03,188.00
801010,农林牧渔,2022-08-16,3503.37,3585.09,3499.74,3585.09,17.74,187.40
801010,农林牧渔,2022-08-15,3507.43,3524.45,3479.79,3505.07,14.74,152.23
801010,农林牧渔,2022-08-12,3504.41,3504.41,3484.20,3499.63,11.41,111.98
801010,农林牧渔,2022-08-11,3488.79,3508.35,3470.54,3508.35,12.39,122.58
801010,农林牧渔,2022-08-10,3495.41,3504.59,3451.79,3473.10,13.05,124.31
801010,农林牧渔,2022-08-09,3554.79,3554.79,3478.07,3495.24,14.42,160.41
801010,农林牧渔,2022-08-08,3570.93,3623.10,3554.24,3560.91,12.45,131.61
801010,农林牧渔,2022-08-05,3566.00,3570.25,3515.86,3568.03,13.18,138.21
801010,农林牧渔,2022-08-04,3504.99,3549.78,3501.39,3542.60,14.46,137.93
801010,农林牧渔,2022-08-03,3571.73,3591.61,3496.93,3504.38,19.26,183.29
801010,农林牧渔,2022-08-02,3589.02,3613.84,3551.25,3578.15,22.77,229.68
801010,农林牧渔,2022-08-01,3648.94,3648.94,3598.76,3627.49,13.00,146.74
801010,农林牧渔,2022-07-29,3584.00,3673.37,3580.00,3651.63,15.73,198.06
801010,农林牧渔,2022-07-28,3622.73,3653.17,3578.09,3582.25,13.89,159.78
801010,农林牧渔,2022-07-27,3581.50,3599.78,3561.39,3595.41,10.85,120.35
801010,农林牧渔,2022-07-26,3576.91,3600.29,3557.09,3587.42,10.32,113.72
801010,农林牧渔,2022-07-25,3592.55,3593.78,3555.27,3564.70,11.80,126.22
801010,农林牧渔,2022-07-22,3633.66,3642.00,3572.83,3601.57,14.49,151.21
801010,农林牧渔,2022-07-21,3646.34,3696.75,3627.19,3648.16,13.78,156.40
801010,农林牧渔,2022-07-20,3690.13,3702.46,3625.92,3652.70,13.52,175.83
801010,农林牧渔,2022-07-19,3675.96,3697.16,3628.32,3685.35,14.09,163.85
801010,农林牧渔,2022-07-18,3639.03,3684.76,3607.71,3677.84,16.48,184.27
801010,农林牧渔,2022-07-15,3721.89,3749.84,3659.99,3659.99,18.59,199.60
801010,农林牧渔,2022-07-14,3762.24,3787.61,3722.37,3749.00,15.13,174.42
801010,农林牧渔,2022-07-13,3770.09,3802.89,3708.63,3775.41,18.11,208.49
801010,农林牧渔,2022-07-12,3862.95,3877.89,3762.07,3762.07,18.34,232.61
801010,农林牧渔,2022-07-11,3796.03,3898.09,3796.03,3862.85,20.67,285.41
801010,农林牧渔,2022-07-08,3783.47,3824.18,3750.85,3795.09,18.40,230.08
801010,农林牧渔,2022-07-07,3728.05,3814.25,3708.28,3773.85,20.67,251.98
801010,农林牧渔,2022-07-06,3741.51,3797.73,3689.41,3710.63,21.20,253.34
801010,农林牧渔,2022-07-05,3807.67,3821.31,3728.20,3804.16,28.87,360.30
801010,农林牧渔,2022-07-04,3617.18,3798.16,3617.18,3796.89,28.94,357.56
801010,农林牧渔,2022-07-01,3539.88,3595.57,3524.17,3559.11,18.48,199.71
801010,农林牧渔,2022-06-30,3525.81,3542.23,3487.88,3525.97,19.36,208.74
801010,农林牧渔,2022-06-29,3635.26,3649.95,3512.04,3513.05,24.42,283.74
801010,农林牧渔,2022-06-28,3686.30,3725.02,3640.68,3658.22,20.91,248.71
801010,农林牧渔,2022-06-27,3622.72,3686.66,3622.71,3676.51,20.12,251.80
801010,农林牧渔,2022-06-24,3585.73,3603.46,3568.04,3589.57,18.01,202.02
801010,农林牧渔,2022-06-23,3579.37,3601.25,3532.77,3591.76,17.23,186.64
801010,农林牧渔,2022-06-22,3547.25,3629.67,3512.12,3584.86,21.32,243.79
801010,农林牧渔,2022-06-21,3567.78,3584.89,3520.48,3545.49,22.01,231.22
801010,农林牧渔,2022-06-20,3529.02,3579.55,3515.19,3569.56,20.82,229.78
801010,农林牧渔,2022-06-17,3517.11,3546.26,3472.54,3522.72,23.32,245.51
801010,农林牧渔,2022-06-16,3473.76,3578.54,3473.76,3539.20,28.66,307.40
801010,农林牧渔,2022-06-15,3482.80,3511.70,3467.76,3467.76,24.62,266.66
801010,农林牧渔,2022-06-14,3408.38,3497.85,3408.38,3478.72,26.92,293.49
801010,农林牧渔,2022-06-13,3357.11,3460.10,3357.11,3432.17,25.53,283.90
801010,农林牧渔,2022-06-10,3351.07,3373.07,3329.88,3368.92,23.18,234.65
801010,农林牧渔,2022-06-09,3354.67,3407.53,3342.21,3375.30,25.68,279.22
801010,农林牧渔,2022-06-08,3315.71,3363.48,3301.51,3342.04,22.78,230.71
801010,农林牧渔,2022-06-07,3323.99,3363.82,3304.11,3326.43,25.70,274.65
801010,农林牧渔,2022-06-06,3320.36,3323.51,3285.45,3323.51,24.60,264.26
801010,农林牧渔,2022-06-02,3331.63,3346.47,3300.20,3333.61,25.50,259.09
801010,农林牧渔,2022-06-01,3371.30,3379.18,3330.46,3350.72,27.94,289.64
801010,农林牧渔,2022-05-31,3280.04,3389.22,3275.48,3387.55,32.49,360.50
801010,农林牧渔,2022-05-30,3315.78,3343.53,3283.20,3293.12,25.39,269.12
801010,农林牧渔,2022-05-27,3290.91,3323.10,3255.87,3287.44,22.48,225.44
801010,农林牧渔,2022-05-26,3306.90,3307.84,3257.57,3293.26,20.85,214.40
801010,农林牧渔,2022-05-25,3222.88,3303.33,3216.30,3302.66,24.07,244.62
801010,农林牧渔,2022-05-24,3319.40,3322.10,3223.38,3224.41,28.73,283.54
801010,农林牧渔,2022-05-23,3258.43,3348.53,3258.43,3327.95,29.55,292.35
801010,农林牧渔,2022-05-20,3223.16,3267.41,3220.70,3259.34,25.14,243.93
801010,农林牧渔,2022-05-19,3211.60,3265.00,3208.24,3234.45,25.61,254.88
801010,农林牧渔,2022-05-18,3255.59,3280.32,3245.07,3262.52,21.21,204.77
801010,农林牧渔,2022-05-17,3301.25,3301.25,3255.96,3267.97,26.54,268.17
801010,农林牧渔,2022-05-16,3241.51,3311.60,3221.92,3305.64,30.75,301.98
801010,农林牧渔,2022-05-13,3226.70,3240.88,3161.24,3206.47,19.43,199.36
801010,农林牧渔,2022-05-12,3225.98,3278.80,3177.61,3214.98,18.85,183.97
801010,农林牧渔,2022-05-11,3279.62,3288.59,3243.94,3245.87,26.00,249.19
801010,农林牧渔,2022-05-10,3214.73,3279.80,3178.13,3279.80,21.38,200.35
801010,农林牧渔,2022-05-06,3198.89,3239.39,3179.68,3210.22,19.67,179.46
801010,农林牧渔,2022-04-29,3223.12,3260.43,3184.46,3211.55,23.13,225.54
801010,农林牧渔,2022-04-28,3287.80,3287.80,3174.18,3222.30,21.06,186.95
801010,农林牧渔,2022-04-27,3160.52,3316.21,3104.19,3316.21,27.01,242.93
801010,农林牧渔,2022-04-26,3297.90,3313.85,3183.11,3189.05,27.28,251.54
801010,农林牧渔,2022-04-25,3412.97,3480.72,3295.60,3295.60,28.74,285.52
801010,农林牧渔,2022-04-22,3506.51,3512.61,3410.14,3456.23,29.30,284.80
801010,农林牧渔,2022-04-21,3698.71,3767.17,3546.40,3555.45,39.87,418.63
801010,农林牧渔,2022-04-20,3736.86,3807.96,3715.59,3723.47,41.25,444.80
801010,农林牧渔,2022-04-19,3705.84,3819.26,3704.08,3763.67,40.70,447.90
801010,农林牧渔,2022-04-18,3553.66,3679.76,3548.68,3679.76,28.63,286.59
801010,农林牧渔,2022-04-15,3575.88,3624.00,3535.39,3557.63,27.64,262.25
801010,农林牧渔,2022-04-13,3607.14,3632.30,3547.16,3547.16,31.62,303.89
801010,农林牧渔,2022-04-12,3565.71,3620.90,3546.03,3620.24,29.51,279.35
801010,农林牧渔,2022-04-11,3517.22,3647.93,3517.22,3590.67,35.87,354.81
801010,农林牧渔,2022-04-08,3579.06,3579.63,3470.15,3517.40,24.51,234.16
801010,农林牧渔,2022-04-07,3671.22,3688.01,3583.16,3583.16,28.25,278.14
801010,农林牧渔,2022-04-06,3671.65,3737.37,3671.65,3696.71,28.57,278.13
801010,农林牧渔,2022-04-01,3700.70,3739.49,3660.25,3691.73,29.34,293.14
801010,农林牧渔,2022-03-30,3673.49,3725.18,3659.14,3717.52,37.41,364.20
801010,农林牧渔,2022-03-29,3613.36,3750.82,3595.79,3721.21,36.40,366.73
801010,农林牧渔,2022-03-28,3634.52,3660.81,3593.62,3627.72,33.07,324.65
801010,农林牧渔,2022-03-25,3575.28,3693.08,3564.86,3616.60,31.12,310.66
801010,农林牧渔,2022-03-24,3577.42,3613.46,3566.92,3577.82,21.54,213.69
801010,农林牧渔,2022-03-22,3563.96,3642.63,3543.51,3604.28,26.45,280.12
801010,农林牧渔,2022-03-21,3487.66,3603.15,3480.75,3569.38,31.31,296.05
801010,农林牧渔,2022-03-18,3379.68,3488.99,3371.80,3479.97,21.00,196.18
801010,农林牧渔,2022-03-17,3313.72,3431.56,3301.89,3394.14,21.12,212.09
801010,农林牧渔,2022-03-16,3272.87,3301.33,3130.80,3294.56,21.54,204.52
801010,农林牧渔,2022-03-15,3392.84,3392.84,3234.53,3234.77,23.70,228.89
801010,农林牧渔,2022-03-14,3518.01,3556.04,3409.45,3409.45,22.54,227.67
801010,农林牧渔,2022-03-11,3399.83,3555.31,3373.34,3555.31,27.15,258.70
801010,农林牧渔,2022-03-10,3503.34,3503.34,3438.29,3445.86,16.91,167.31
801010,农林牧渔,2022-03-09,3478.34,3538.40,3301.74,3453.57,22.05,217.13
801010,农林牧渔,2022-03-08,3618.33,3635.08,3478.14,3485.54,21.07,223.81
801010,农林牧渔,2022-03-07,3716.53,3731.95,3618.73,3638.41,20.29,217.13
801010,农林牧渔,2022-03-04,3673.45,3751.74,3668.32,3701.45,21.46,221.29
801010,农林牧渔,2022-03-02,3695.03,3751.84,3682.54,3717.63,26.44,269.43
801010,农林牧渔,2022-03-01,3598.24,3708.07,3573.87,3707.78,21.35,241.92
801010,农林牧渔,2022-02-28,3576.05,3584.44,3541.80,3575.99,16.86,168.01
801010,农林牧渔,2022-02-25,3583.01,3586.88,3560.38,3576.66,18.36,181.47
801010,农林牧渔,2022-02-24,3613.66,3639.37,3542.61,3572.79,27.40,273.34
801010,农林牧渔,2022-02-23,3718.65,3735.81,3621.67,3632.72,22.11,233.30
801010,农林牧渔,2022-02-22,3693.30,3709.81,3650.96,3686.88,15.96,157.30
801010,农林牧渔,2022-02-21,3685.45,3726.48,3685.45,3710.86,17.48,169.57
801010,农林牧渔,2022-02-18,3627.27,3712.69,3626.86,3697.48,15.02,155.53
801010,农林牧渔,2022-02-17,3604.69,3659.66,3561.34,3656.36,16.29,170.35
801010,农林牧渔,2022-02-16,3650.35,3650.35,3600.25,3619.61,13.79,146.08
801010,农林牧渔,2022-02-15,3647.77,3667.65,3614.15,3648.82,13.74,143.11
801010,农林牧渔,2022-02-14,3721.23,3747.78,3633.31,3659.67,16.70,179.78
801010,农林牧渔,2022-02-11,3811.00,3811.00,3727.46,3735.75,19.77,219.47
801010,农林牧渔,2022-02-10,3717.12,3855.73,3705.79,3827.86,23.17,284.28
801010,农林牧渔,2022-02-09,3613.33,3733.00,3613.31,3729.24,21.77,242.79
801010,农林牧渔,2022-02-08,3577.33,3628.19,3555.36,3624.66,14.40,149.38
801010,农林牧渔,2022-02-07,3580.34,3612.50,3483.76,3594.77,15.58,170.15
801010,农林牧渔,2022-01-28,3478.74,3582.58,3478.66,3549.03,14.90,153.00
801010,农林牧渔,2022-01-27,3529.10,3596.98,3452.55,3454.27,12.81,133.16
801010,农林牧渔,2022-01-26,3483.10,3539.97,3470.70,3533.10,12.24,126.27
801010,农林牧渔,2022-01-25,3607.98,3612.40,3476.55,3476.55,16.73,165.95
801010,农林牧渔,2022-01-24,3601.25,3655.58,3601.23,3610.34,13.98,143.50
801010,农林牧渔,2022-01-21,3722.53,3722.56,3625.20,3625.72,18.93,194.77
801010,农林牧渔,2022-01-20,3681.77,3792.29,3681.77,3743.07,24.15,256.77
801010,农林牧渔,2022-01-19,3707.52,3712.76,3661.99,3684.63,19.22,191.74
801010,农林牧渔,2022-01-18,3744.36,3744.42,3684.90,3719.09,23.08,226.29
801010,农林牧渔,2022-01-17,3753.32,3758.98,3698.01,3756.18,27.37,264.53
801010,农林牧渔,2022-01-14,3761.51,3839.98,3742.30,3745.45,29.28,286.64
801010,农林牧渔,2022-01-13,3855.06,3894.16,3767.61,3770.69,23.58,253.08
801010,农林牧渔,2022-01-12,3815.01,3861.52,3782.05,3860.42,22.95,239.36
801010,农林牧渔,2022-01-11,3902.37,3902.43,3805.99,3814.04,20.11,228.69
801010,农林牧渔,2022-01-10,3762.02,3913.72,3762.02,3913.72,24.44,295.54
801010,农林牧渔,2022-01-07,3864.20,3864.99,3773.78,3778.17,23.99,256.21
801010,农林牧渔,2022-01-06,3870.88,3882.16,3825.11,3861.79,23.37,263.43
801010,农林牧渔,2022-01-05,3892.17,3983.50,3872.76,3896.34,30.81,371.42
801010,农林牧渔,2022-01-04,3730.22,3898.52,3730.22,3896.24,32.43,377.35
801010,农林牧渔,2021-12-31,3650.49,3729.14,3646.97,3720.12,18.59,197.98
801010,农林牧渔,2021-12-30,3634.23,3674.14,3624.83,3655.87,16.81,164.35
801010,农林牧渔,2021-12-29,3687.38,3695.80,3627.53,3633.01,18.88,193.93
801010,农林牧渔,2021-12-28,3715.44,3737.46,3680.88,3693.41,17.43,204.16
801010,农林牧渔,2021-12-27,3741.80,3770.55,3696.15,3715.58,20.81,246.72
801010,农林牧渔,2021-12-24,3651.32,3724.01,3644.66,3718.46,20.61,253.19
801010,农林牧渔,2021-12-23,3582.20,3665.72,3582.20,3663.07,22.54,261.07
801010,农林牧渔,2021-12-22,3512.49,3583.39,3506.57,3576.35,20.03,218.78
801010,农林牧渔,2021-12-21,3483.41,3510.73,3463.63,3510.73,18.61,184.38
801010,农林牧渔,2021-12-20,3482.49,3522.79,3478.02,3482.34,19.58,209.09
801010,农林牧渔,2021-12-17,3485.16,3508.58,3478.78,3489.49,16.03,173.41
801010,农林牧渔,2021-12-16,3491.48,3496.10,3454.34,3494.01,16.11,177.82
801010,农林牧渔,2021-12-15,3538.74,3541.09,3503.89,3505.04,13.56,142.25
801010,农林牧渔,2021-12-14,3527.58,3558.07,3513.12,3537.50,14.07,158.92
801010,农林牧渔,2021-12-13,3562.59,3574.81,3537.50,3537.94,15.85,185.88
801010,农林牧渔,2021-12-10,3550.74,3578.11,3546.24,3556.05,15.91,197.57
801010,农林牧渔,2021-12-09,3536.76,3579.46,3533.23,3559.49,15.44,203.14
801010,农林牧渔,2021-12-08,3493.02,3539.85,3481.66,3532.77,13.59,177.70
801010,农林牧渔,2021-12-07,3444.86,3484.48,3444.84,3478.50,11.94,184.83
801010,农林牧渔,2021-12-06,3540.38,3540.38,3475.78,3477.68,12.58,148.92
801010,农林牧渔,2021-12-03,3475.28,3545.67,3475.28,3543.78,13.09,157.91
801010,农林牧渔,2021-12-02,3466.66,3517.59,3465.36,3480.26,14.21,158.78
801010,农林牧渔,2021-12-01,3462.74,3473.51,3447.59,3473.47,11.90,140.23
801010,农林牧渔,2021-11-30,3505.92,3507.86,3449.48,3472.41,13.29,169.73
801010,农林牧渔,2021-11-29,3455.01,3516.79,3452.10,3506.30,12.37,145.07
801010,农林牧渔,2021-11-26,3516.08,3516.08,3479.07,3494.29,12.75,139.70
801010,农林牧渔,2021-11-25,3511.78,3524.75,3501.31,3519.93,12.72,139.59
801010,农林牧渔,2021-11-24,3565.82,3576.18,3506.60,3511.97,16.24,190.37
801010,农林牧渔,2021-11-23,3598.86,3620.39,3564.49,3570.36,13.91,165.80
801010,农林牧渔,2021-11-22,3600.56,3606.10,3579.68,3601.34,14.46,174.07
801010,农林牧渔,2021-11-19,3614.15,3614.88,3574.57,3609.59,14.76,177.00
801010,农林牧渔,2021-11-18,3630.26,3666.23,3604.28,3627.37,15.34,186.18
801010,农林牧渔,2021-11-17,3636.79,3638.59,3603.12,3630.13,14.64,178.02
801010,农林牧渔,2021-11-16,3665.12,3684.75,3645.49,3652.56,17.89,215.58
801010,农林牧渔,2021-11-15,3699.51,3724.80,3634.91,3669.74,23.48,286.53
801010,农林牧渔,2021-11-12,3627.83,3705.13,3627.83,3678.35,18.84,230.99
801010,农林牧渔,2021-11-11,3612.59,3662.57,3611.76,3627.88,16.25,198.29
801010,农林牧渔,2021-11-10,3624.65,3648.00,3584.34,3610.39,18.07,215.65
801010,农林牧渔,2021-11-09,3610.45,3647.09,3594.93,3634.31,20.42,245.42
801010,农林牧渔,2021-11-08,3626.14,3626.14,3595.70,3605.28,16.25,191.47
801010,农林牧渔,2021-11-05,3705.24,3716.05,3620.53,3623.49,22.42,263.91
801010,农林牧渔,2021-11-04,3634.12,3724.54,3627.28,3692.09,29.72,364.69
801010,农林牧渔,2021-11-03,3546.78,3688.37,3533.82,3642.69,30.41,364.86
801010,农林牧渔,2021-11-02,3493.79,3579.30,3481.75,3553.70,23.97,289.91
801010,农林牧渔,2021-11-01,3429.47,3509.14,3416.54,3502.34,17.05,215.04
801010,农林牧渔,2021-10-29,3364.63,3476.51,3364.59,3461.92,15.07,203.42
801010,农林牧渔,2021-10-28,3380.27,3403.74,3343.04,3363.14,15.18,185.33
801010,农林牧渔,2021-10-27,3393.63,3426.80,3360.37,3406.22,17.22,203.57
801010,农林牧渔,2021-10-26,3428.78,3451.48,3398.16,3400.51,15.04,193.89
801010,农林牧渔,2021-10-25,3513.65,3522.48,3439.22,3452.06,16.74,213.98
801010,农林牧渔,2021-10-21,3521.74,3537.14,3448.58,3471.52,17.62,224.88
801010,农林牧渔,2021-10-20,3569.50,3582.74,3507.60,3517.01,22.53,283.03
801010,农林牧渔,2021-10-19,3421.62,3605.26,3421.62,3586.59,27.49,354.02
801010,农林牧渔,2021-10-18,3358.97,3442.86,3320.22,3440.33,21.15,263.89
801010,农林牧渔,2021-10-15,3396.64,3510.24,3382.55,3387.76,24.53,308.99
801010,农林牧渔,2021-10-14,3458.02,3470.31,3423.54,3430.54,15.28,190.02
801010,农林牧渔,2021-10-13,3500.58,3500.63,3391.73,3480.67,19.33,245.56
801010,农林牧渔,2021-10-12,3517.13,3535.54,3477.65,3493.00,23.47,282.82
801010,农林牧渔,2021-10-11,3517.51,3595.97,3486.89,3537.97,30.31,375.05
801010,农林牧渔,2021-09-30,3336.27,3413.88,3336.22,3371.10,14.88,219.15
801010,农林牧渔,2021-09-29,3276.36,3365.58,3238.49,3325.86,17.38,233.78
801010,农林牧渔,2021-09-28,3305.38,3311.22,3262.81,3302.55,14.88,188.68
801010,农林牧渔,2021-09-27,3231.47,3350.75,3224.68,3331.38,24.14,313.78
801010,农林牧渔,2021-09-24,3221.08,3283.02,3207.01,3242.85,21.12,247.57
801010,农林牧渔,2021-09-23,3164.08,3242.48,3164.04,3234.76,19.42,198.08
801010,农林牧渔,2021-09-22,3178.29,3180.60,3145.18,3158.51,13.23,143.68
801010,农林牧渔,2021-09-17,3224.02,3236.80,3176.84,3227.75,20.26,228.65
801010,农林牧渔,2021-09-16,3148.30,3283.35,3148.17,3229.23,27.14,300.93
801010,农林牧渔,2021-09-15,3134.64,3164.95,3125.38,3152.69,13.07,141.32
801010,农林牧渔,2021-09-14,3202.59,3210.13,3142.80,3144.18,14.31,153.51
801010,农林牧渔,2021-09-13,3208.45,3208.46,3178.81,3195.10,14.14,161.25
801010,农林牧渔,2021-09-10,3234.89,3264.26,3221.33,3221.58,15.16,165.30
801010,农林牧渔,2021-09-09,3247.33,3271.12,3232.12,3242.70,19.12,211.30
